Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
003535,KR7003531001,한화투자증권우,KOSPI,,7210,2,-40,-0.55,7400,7400,6940,24349,174595180,34608000000,4800000,STK
159910,KR7159910009,에코글로우,KOSDAQ,중견기업부,3300,1,120,3.77,3155,3465,2980,17554,55685772,34541420100,10467097,KSQ
429270,KR7429270002,시지트로닉스,KOSDAQ,기술성장기업부,5350,2,-50,-0.93,5460,5670,5300,78087,422699465,34503385850,6449231,KSQ
430690,KR7430690008,한싹,KOSDAQ,벤처기업부,3160,1,15,0.48,3150,3245,3085,37503,118570440,34429160640,10895304,KSQ
058110,KR7058110008,멕아이씨에스,KOSDAQ,기술성장기업부,2130,1,45,2.16,2090,2165,2080,42906,90620665,34187628900,16050530,KSQ
464500,KR7464500008,아이언디바이스,KOSDAQ,기술성장기업부,2440,1,25,1.04,2505,2655,2405,98406,244869650,34143561720,13993263,KSQ
112190,KR7112190004,KC산업,KONEX,일반기업부,1255,2,-36,-2.79,1300,1300,1255,10,12775,34142135695,27204889,KNX
086060,KR7086060001,진바이오텍,KOSDAQ,중견기업부,3965,1,70,1.8,3875,3990,3835,30381,118845750,34140977455,8610587,KSQ
075970,KR7075970004,동국알앤에스,KOSDAQ,중견기업부,1850,1,22,1.2,1840,1929,1794,49031,90759591,34040000000,18400000,KSQ
288980,KR7288980006,모아데이타,KOSDAQ,기술성장기업부,934,1,25,2.75,910,945,903,252332,232422352,33980207986,36381379,KSQ
434480,KR7434480000,모니터랩,KOSDAQ,기술성장기업부,2760,2,-10,-0.36,2820,2820,2620,22948,62178730,33976428000,12310300,KSQ
059100,KR7059100008,아이컴포넌트,KOSDAQ,벤처기업부,4800,1,40,0.84,4760,4925,4760,39496,190827080,33940128000,7070860,KSQ
187270,KR7187270004,신화콘텍,KOSDAQ,벤처기업부,3345,2,-70,-2.05,3415,3450,3315,11797,39688210,33931161525,10143845,KSQ
376180,KR7376180006,피코그램,KOSDAQ,벤처기업부,1827,1,23,1.27,1805,1844,1779,35716,64413118,33911016426,18561038,KSQ
001380,KR7001380005,SG글로벌,KOSPI,,1505,1,7,0.47,1515,1525,1493,54175,81406798,33835516855,22482071,STK
088790,KR7088790001,진도,KOSPI,,2700,1,125,4.85,2600,2700,2595,7427,19547415,33608908800,12447744,STK
109820,KR7109820001,진매트릭스,KOSDAQ,기술성장기업부,1648,2,-9,-0.54,1656,1659,1626,17255,28293080,33608718720,20393640,KSQ
021650,KR7021650007,한국큐빅,KOSDAQ,중견기업부,2055,2,-20,-0.96,2075,2085,2050,3014,6213501,33600406965,16350563,KSQ
403490,KR7403490006,우듬지팜,KOSDAQ,벤처기업부,731,1,1,0.14,731,748,721,165064,120462635,33576631184,45932464,KSQ
075130,KR7075130005,플랜티넷,KOSDAQ,벤처기업부,2015,1,15,0.75,2055,2055,1986,17625,35357948,33493974800,16622320,KSQ
047080,KR7047080007,한빛소프트,KOSDAQ,중견기업부,1349,2,-11,-0.81,1363,1381,1300,407683,543927596,33485366338,24822362,KSQ
450520,KR7450520002,인스웨이브,KOSDAQ,벤처기업부,2275,1,95,4.36,2180,2390,2150,70924,158597795,33452914950,14704578,KSQ
363260,KR7363260001,모비데이즈,KOSDAQ,벤처기업부,1035,1,22,2.17,1013,1035,1003,59421,60555179,33289500915,32163769,KSQ
200350,KR7200350007,아티스트스튜디오,KOSDAQ,기술성장기업부,3330,1,50,1.52,3360,3500,3245,61527,208197083,33286763250,9996025,KSQ
373170,KR7373170000,엠아이큐브솔루션,KOSDAQ,벤처기업부,2200,3,0,0.0,2185,2270,2045,23584,50071130,33250338000,15113790,KSQ
388610,KR7388610008,지에프씨생명과학,KOSDAQ,기술성장기업부,6230,2,-330,-5.03,6560,6660,6230,17039,109588620,33177136090,5325383,KSQ
001000,KR7001000009,신라섬유,KOSDAQ,중견기업부,1365,2,-2,-0.15,1354,1453,1334,531486,743013101,33138842100,24277540,KSQ
208860,KR7208860007,다산디엠씨,KOSDAQ,벤처기업부,975,1,18,1.88,964,987,964,13572,13214591,33101223675,33949973,KSQ
363250,KR7363250002,진시스템,KOSDAQ,기술성장기업부,3890,1,30,0.78,3785,3915,3700,22106,84234230,33097605980,8508382,KSQ
475660,KR7475660007,에스켐,KOSDAQ,기술성장기업부,4165,1,225,5.71,3995,4280,3940,22667,92848085,33027762775,7929835,KSQ
162120,KR7162120000,루켄테크놀러지스,KONEX,일반기업부,2960,4,385,14.95,2700,2960,2700,6827,20016140,33023541920,11156602,KNX
208710,KR7208710004,포톤,KOSDAQ,중견기업부,2505,2,-15,-0.6,2580,2600,2435,251476,626778310,33016230660,13180132,KSQ
002420,KR7002420008,세기상사,KOSPI,,5530,1,220,4.14,5420,5630,5330,29064,158094930,33013812440,5969948,STK
005820,KR7005820006,원림,KOSPI,,14350,2,-150,-1.03,14070,14350,14060,1109,15862390,32975869500,2297970,STK
276730,KR7276730009,한울앤제주,KOSDAQ,투자주의환기종목(소속부없음),14410,2,-10,-0.07,14410,14900,13980,8339,120394980,32922656690,2284709,KSQ
495810,KR7495810004,유비씨,KONEX,일반기업부,13120,0,0,0.0,0,0,0,0,0,32800000000,2500000,KNX
025750,KR7025750001,한솔홈데코,KOSPI,,2035,1,35,1.75,1953,2080,1953,30411,60696730,32790014015,16113029,STK
464580,KR7464580000,닷밀,KOSDAQ,기술성장기업부,1780,2,-7,-0.39,1830,1830,1725,8846,15474342,32762838420,18406089,KSQ
060540,KR7060540002,에스에이티,KOSDAQ,중견기업부,1253,2,-3,-0.24,1265,1265,1235,21994,27520511,32745032418,26133306,KSQ
262840,KR7262840002,아이퀘스트,KOSDAQ,벤처기업부,3095,1,10,0.32,3100,3115,3040,8303,25544995,32704716440,10566952,KSQ
044480,KR7044480002,빌리언스,KOSDAQ,중견기업부,983,2,-8,-0.81,992,992,951,68509,66307144,32685650428,33250916,KSQ
008250,KR7008250003,이건산업,KOSPI,,2965,1,130,4.59,2905,2965,2805,29819,85476210,32474562775,10952635,STK
263920,KR7263920001,휴엠앤씨,KOSDAQ,중견기업부,3300,2,-30,-0.9,3325,3470,3290,5532,18463045,32369785800,9809026,KSQ
023150,KR7023150006,MH에탄올,KOSPI,,4380,1,115,2.7,4265,4380,4245,20007,86880035,32317943880,7378526,STK
187220,KR7187220009,디티앤씨,KOSDAQ,중견기업부,2800,2,-20,-0.71,2805,2940,2765,7788,21943760,32269812400,11524933,KSQ
031310,KR7031310006,아이즈비전,KOSDAQ,중견기업부,1084,2,-21,-1.9,1115,1120,1075,155421,169665246,32245369684,29746651,KSQ
099390,KR7099390007,브레인즈컴퍼니,KOSDAQ,벤처기업부,3920,2,-70,-1.75,4040,4040,3860,20713,80374496,32176469360,8208283,KSQ
33637K,KR733637K010,솔루스첨단소재1우,KOSPI,,1900,2,-20,-1.04,1920,1920,1870,21669,40734046,32126655400,16908766,STK
032790,KR7032790008,엠젠솔루션,KOSDAQ,벤처기업부,1251,2,-115,-8.42,1366,1366,1200,111667,139282779,32125812606,25680106,KSQ
317240,KR7317240000,TS트릴리온,KOSDAQ,벤처기업부,1101,2,-105,-8.71,1235,1500,1084,16401542,21672708919,32123558811,29176711,KSQ
351320,KR7351320007,넥사다이내믹스,KOSDAQ,중견기업부,1080,1,3,0.28,1080,1109,1041,54769,59058176,32074533360,29698642,KSQ
049120,KR7049120009,파인디앤씨,KOSDAQ,벤처기업부,3020,4,695,29.89,3020,3020,3020,100421,303271420,32017022260,10601663,KSQ
001070,KR7001070002,대한방직,KOSPI,,6030,1,110,1.86,5890,6100,5890,14280,85120110,31959000000,5300000,STK
037370,KR7037370004,EG,KOSDAQ,벤처기업부,3690,2,-10,-0.27,3700,3700,3545,9591,34505355,31826146680,8624972,KSQ
002870,KR7002870004,신풍,KOSPI,,909,2,-12,-1.3,920,923,887,114946,103465035,31777458300,34958700,STK
012620,KR7012620001,원일특강,KOSDAQ,우량기업부,7220,1,10,0.14,7150,7320,7150,7050,50727670,31768000000,4400000,KSQ
239610,KR7239610009,에이치엘사이언스,KOSDAQ,벤처기업부,5890,1,110,1.9,5850,6020,5840,1466,8701760,31759557350,5392115,KSQ
446440,KR7446440000,에피바이오텍,KONEX,일반기업부,13750,1,750,5.77,13500,13990,13500,3,41240,31719586250,2306879,KNX
336060,KR7336060009,웨이버스,KOSDAQ,벤처기업부,658,2,-4,-0.6,662,678,648,56252,36821314,31686121600,48155200,KSQ
054780,KR7054780002,키이스트,KOSDAQ,중견기업부,1611,1,23,1.45,1620,1620,1573,27511,43852449,31668704523,19657793,KSQ
006345,KR7006341002,대원전선우,KOSPI,,12080,2,-270,-2.19,13300,13800,11940,742003,9724546280,31664096000,2621200,STK
359090,KR7359090008,씨엔알리서치,KOSDAQ,중견기업부,550,0,0,0.0,0,0,0,0,0,31608894350,57470717,KSQ
308170,KR7308170000,씨티알모빌리티,KOSPI,,3670,2,-120,-3.17,3790,3830,3660,14408,53352860,31598700000,8610000,STK
027040,KR7027040005,서울전자통신,KOSDAQ,중견기업부,2270,1,80,3.65,2190,2315,2120,251058,555713867,31593335630,13917769,KSQ
169330,KR7169330008,엠브레인,KOSDAQ,중견기업부,1721,2,-2,-0.12,1723,1744,1689,5831,9969634,31523415878,18316918,KSQ
068050,KR7068050004,팬엔터테인먼트,KOSDAQ,중견기업부,1136,1,17,1.52,1119,1149,1100,44867,50503283,31460470336,27694076,KSQ
001210,KR7001210004,금호전기,KOSPI,,508,2,-4,-0.78,512,530,500,329627,167380322,31435082164,61880083,STK
065950,KR7065950008,웰크론,KOSDAQ,중견기업부,1113,1,63,6.0,1028,1153,1028,105155,116208745,31421439126,28231302,KSQ
383930,KR7383930005,디티앤씨알오,KOSDAQ,중견기업부,2450,2,-100,-3.92,2550,2650,2450,91546,227729190,31321113600,12784128,KSQ
258830,KR7258830009,세종메디칼,KOSDAQ,관리종목(소속부없음),412,0,0,0.0,0,0,0,0,0,31223976612,75786351,KSQ
257370,KR7257370007,피엔티엠에스,KOSDAQ,벤처기업부,2495,2,-25,-0.99,2520,2530,2375,16918,41503745,31199628195,12504861,KSQ
356890,KR7356890004,싸이버원,KOSDAQ,벤처기업부,2600,2,-10,-0.38,2645,2680,2555,27089,70275309,31079945000,11953825,KSQ
045300,KR7045300001,성우테크론,KOSDAQ,중견기업부,2945,2,-65,-2.16,3020,3045,2930,8608,25478159,31060950340,10547012,KSQ
031510,KR7031510001,오스템,KOSDAQ,중견기업부,1107,2,-51,-4.4,1158,1212,1081,178347,199599085,30996000000,28000000,KSQ
195990,KR7195990007,에이비프로바이오,KOSDAQ,관리종목(소속부없음),951,1,3,0.32,948,965,936,70172,66534270,30979536348,32575748,KSQ
900070,KYG3931T1076,글로벌에스엠,KOSDAQ,외국기업(소속부없음),1147,1,29,2.59,1150,1150,1083,182736,201207290,30822165648,26871984,KSQ
038950,KR7038950002,파인디지털,KOSDAQ,중견기업부,3015,1,60,2.03,2955,3065,2900,42659,127917050,30785456475,10210765,KSQ
318020,KR7318020005,포인트모바일,KOSDAQ,벤처기업부,2500,2,-5,-0.2,2515,2565,2400,35802,87228318,30753180000,12301272,KSQ
053950,KR7053950002,경남제약,KOSDAQ,중견기업부,1963,1,23,1.19,1940,1963,1925,26018,50625162,30680651573,15629471,KSQ
114630,KR7114630007,폴라리스우노,KOSDAQ,우량기업부,1778,2,-19,-1.06,1802,1814,1770,49935,89163929,30644270944,17235248,KSQ
043200,KR7043200005,파루,KOSDAQ,벤처기업부,730,2,-1,-0.14,731,771,699,378885,275339471,30517149950,41804315,KSQ
013810,KR7013810007,스페코,KOSDAQ,중견기업부,2080,1,146,7.55,1940,2350,1940,524700,1131453480,30483377600,14655470,KSQ
013720,KR7013720008,THE CUBE&,KOSDAQ,중견기업부,500,1,10,2.04,490,510,478,110073,54161055,30414071500,60828143,KSQ
057680,KR7057680001,티사이언티픽,KOSDAQ,벤처기업부,2125,2,-85,-3.85,2210,2210,2120,27367,58933975,30280612500,14249700,KSQ
130500,KR7130500002,GH신소재,KOSDAQ,중견기업부,2080,1,20,0.97,2020,2155,2020,22372,46241347,30253708160,14545052,KSQ
039740,KR7039740006,한국정보공학,KOSDAQ,벤처기업부,3770,1,90,2.45,3710,4195,3680,448008,1721598930,30229356690,8018397,KSQ
106240,KR7106240005,파인테크닉스,KOSDAQ,벤처기업부,1266,2,-74,-5.52,1340,1368,1260,52836,68103810,30228712440,23877340,KSQ
246250,KR7246250005,에스엘에스바이오,KOSDAQ,관리종목(소속부없음),1969,0,0,0.0,0,0,0,0,0,30220617614,15348206,KSQ
148930,KR7148930001,에이치와이티씨,KOSDAQ,중견기업부,2970,1,95,3.3,2925,2975,2865,49556,144904330,30220382610,10175213,KSQ
238490,KR7238490007,힘스,KOSDAQ,벤처기업부,2665,1,15,0.57,2645,2690,2615,4230,11196875,30147108940,11312236,KSQ
007720,KR7007720006,소노스퀘어,KOSDAQ,중견기업부,299,2,-15,-4.78,314,328,298,407227,125093723,30139334550,100800450,KSQ
296640,KR7296640006,이노에이엑스,KOSDAQ,벤처기업부,5820,1,30,0.52,5790,5820,5610,6125,34901460,30137426640,5178252,KSQ
290520,KR7290520006,신도기연,KOSDAQ,벤처기업부,1886,1,4,0.21,1866,2000,1828,17623,33102702,30042776732,15929362,KSQ
318000,KR7318000007,KBG,KOSDAQ,벤처기업부,3435,1,55,1.63,3475,3475,3295,9131,30796910,30022666005,8740223,KSQ
457600,KR7457600005,벡트,KOSDAQ,벤처기업부,2190,1,65,3.06,2180,2200,2025,28244,59458745,30019425000,13707500,KSQ
006570,KR7006570006,대림통상,KOSPI,,1970,1,60,3.14,1850,2000,1847,37968,73016255,29993250000,15225000,STK
237750,KR7237750005,피앤씨테크,KOSDAQ,벤처기업부,4600,1,230,5.26,4375,4600,4265,13347,59286355,29884360000,6496600,KSQ
195500,KR7195500004,마니커에프앤지,KOSDAQ,중견기업부,1870,2,-36,-1.89,1926,1973,1867,300972,573189446,29878860000,15978000,KSQ
406820,KR7406820001,뷰티스킨,KOSDAQ,벤처기업부,2110,1,20,0.96,2125,2370,2055,714438,1577080534,29827291270,14136157,KSQ
017000,KR7017000001,신원종합개발,KOSDAQ,우량기업부,2555,1,150,6.24,2410,2770,2410,256640,667331437,29811808985,11668027,KSQ
131090,KR7131090003,시큐브,KOSDAQ,벤처기업부,3880,1,30,0.78,3830,3880,3795,10767,41163290,29713897480,7658221,KSQ
277410,KR7277410007,인산가,KOSDAQ,벤처기업부,770,2,-34,-4.23,797,809,770,370049,289945185,29576858850,38411505,KSQ
351870,KR7351870001,차이커뮤니케이션,KOSDAQ,중견기업부,2650,2,-30,-1.12,2680,2815,2645,9807,26991370,29575701300,11160642,KSQ
009460,KR7009460007,한창제지,KOSPI,,2470,1,120,5.11,2400,2485,2310,48778,117355227,29475737590,11933497,STK
039290,KR7039290002,인포뱅크,KOSDAQ,중견기업부,3390,1,130,3.99,3230,3490,3155,43652,144826025,29472585420,8693978,KSQ
254120,KR7254120009,자비스,KOSDAQ,기술성장기업부,958,2,-24,-2.44,982,998,930,163248,156166675,29462590660,30754270,KSQ
032860,KR7032860009,더라미,KOSDAQ,중견기업부,728,2,-27,-3.58,755,781,707,63765,46286568,29408188264,40395863,KSQ
177830,KR7177830007,파버나인,KOSDAQ,벤처기업부,2595,2,-5,-0.19,2520,2600,2520,13750,35390155,29390951835,11325993,KSQ
012160,KR7012160008,영흥,KOSPI,,376,0,0,0.0,0,0,0,0,0,29366922392,78103517,STK
024070,KR7024070005,WISCOM,KOSPI,,1914,2,-17,-0.88,1899,1965,1893,38378,73352343,29334802332,15326438,STK
000040,KR7000040006,KR모터스,KOSPI,,339,2,-1,-0.29,341,350,334,121099,41520367,29281187376,86375184,STK
002690,KR7002690006,동일제강,KOSPI,,1439,1,18,1.27,1426,1459,1401,29104,41333819,29212218040,20300360,STK
035200,KR7035200005,프럼파스트,KOSDAQ,벤처기업부,3000,2,-15,-0.5,2985,3050,2965,28817,86259170,29191770000,9730590,KSQ
002025,KR7002021004,코오롱우,KOSPI,,25100,1,150,0.6,25050,25150,24600,459,11402650,29126968700,1160437,STK
038620,KR7038620001,위즈코프,KOSDAQ,벤처기업부,1914,2,-14,-0.73,1928,1948,1886,37192,70732022,28989239202,15145893,KSQ
078590,KR7078590007,휴림에이텍,KOSDAQ,중견기업부,2900,1,30,1.05,2870,2950,2840,36140,103863368,28976275100,9991819,KSQ
073540,KR7073540007,에프알텍,KOSDAQ,벤처기업부,2540,2,-180,-6.62,2755,2755,2540,41987,109589960,28956000000,11400000,KSQ
048470,KR7048470009,대동스틸,KOSDAQ,중견기업부,3000,2,-50,-1.64,3090,3210,2965,28853,87741895,28950000000,9650000,KSQ
009810,KR7009810003,플레이그램,KOSPI,,1906,2,-28,-1.45,1944,1944,1900,2341,4475450,28949757500,15188750,STK
252500,KR7252500004,세화피앤씨,KOSDAQ,중견기업부,697,1,2,0.29,689,701,660,84358,56802239,28916013830,41486390,KSQ
033200,KR7033200007,모아텍,KOSDAQ,투자주의환기종목(소속부없음),3140,2,-30,-0.95,3240,3285,3130,3280,10464500,28902221060,9204529,KSQ
241840,KR7241840008,에이스토리,KOSDAQ,중견기업부,3025,2,-20,-0.66,3020,3140,2925,39460,120789855,28858481850,9539994,KSQ
021880,KR7021880000,메이슨캐피탈,KOSDAQ,중견기업부,136,0,0,0.0,0,0,0,0,0,28857079488,212184408,KSQ
010400,KR7010400000,우진아이엔에스,KOSPI,,3785,1,5,0.13,3755,3830,3755,4674,17694175,28849270000,7622000,STK
033050,KR7033050006,제이엠아이,KOSDAQ,중견기업부,900,2,-7,-0.77,883,906,881,7652,6807803,28655395200,31839328,KSQ
432980,KR7432980001,엠에프씨,KOSDAQ,기술성장기업부,3330,1,220,7.07,3180,3485,3125,149941,504269987,28610500860,8591742,KSQ
131100,KR7131100000,티엔엔터테인먼트,KOSDAQ,중견기업부,884,1,9,1.03,880,884,870,17406,15297662,28506104016,32246724,KSQ
003680,KR7003680006,한성기업,KOSPI,,4590,3,0,0.0,4560,4635,4550,5858,26833915,28501673850,6209515,STK
019175,KR7019171008,신풍제약우,KOSPI,,14250,1,140,0.99,14400,14400,14090,755,10750370,28375027500,1991230,STK
056730,KR7056730005,CNT85,KOSDAQ,중견기업부,1914,1,31,1.65,1905,1914,1860,4664,8729882,28369761618,14822237,KSQ
065370,KR7065370009,위세아이텍,KOSDAQ,벤처기업부,3840,1,125,3.36,3690,3880,3690,22529,85147835,28354383360,7383954,KSQ
243870,KR7243870003,아이티센코어,KONEX,일반기업부,9800,3,0,0.0,9410,9800,9320,2004,18810810,28347783800,2892631,KNX
398120,KR7398120006,에스지헬스케어,KOSDAQ,벤처기업부,2395,2,-15,-0.62,2410,2445,2310,196090,467406920,28305333845,11818511,KSQ
33626L,KR733626K021,두산퓨얼셀2우B,KOSPI,,9470,2,-10,-0.11,9570,9570,9330,2260,21250580,28280261000,2986300,STK
191600,KR7191600006,블루탑,KONEX,일반기업부,9890,1,1230,14.2,8660,9890,8660,2,18550,28274797920,2858928,KNX
019570,KR7019570001,플루토스,KOSDAQ,중견기업부,296,1,3,1.02,291,305,278,1499430,427716724,28253212432,95450042,KSQ
030720,KR7030720007,동원수산,KOSPI,,6070,3,0,0.0,6050,6070,5940,12739,76608060,28248596350,4653805,STK
026910,KR7026910000,광진실업,KOSDAQ,관리종목(소속부없음),4410,1,750,20.49,3660,4750,3635,568759,2485733051,28247836050,6405405,KSQ
091340,KR7091340000,S&K폴리텍,KOSDAQ,중견기업부,2410,1,20,0.84,2390,2430,2355,32779,78465012,28205967610,11703721,KSQ
131220,KR7131220006,대한과학,KOSDAQ,벤처기업부,3780,2,-70,-1.82,3805,3845,3780,9523,36193924,28177972200,7454490,KSQ
274400,KR7274400001,이노시뮬레이션,KOSDAQ,기술성장기업부,3095,1,175,5.99,2920,3135,2900,12799,38524269,28122695835,9086493,KSQ
038870,KR7038870002,에코심플렉스,KOSDAQ,중견기업부,2005,2,-65,-3.14,2065,2130,1990,23509,48116580,28099972745,14014949,KSQ
014130,KR7014130009,한익스프레스,KOSPI,,2335,2,-65,-2.71,2405,2445,2290,37768,87807850,28020000000,12000000,STK
318010,KR7318010006,팜스빌,KOSDAQ,벤처기업부,3530,1,30,0.86,3480,3570,3480,2695,9519020,27990563140,7929338,KSQ
438700,KR7438700007,버넥트,KOSDAQ,기술성장기업부,2510,2,-105,-4.02,2615,2615,2485,40573,102249950,27973673900,11144890,KSQ
115160,KR7115160004,휴맥스,KOSDAQ,중견기업부,6470,2,-100,-1.52,6570,6570,6380,6945,44849820,27899558740,4312142,KSQ
300120,KR7300120003,라온피플,KOSDAQ,벤처기업부,563,2,-5,-0.88,574,576,551,139535,78378093,27870761008,49504016,KSQ
090370,KR7090370008,메타랩스,KOSPI,,1118,2,-62,-5.25,1155,1190,1090,265344,304203712,27843442302,24904689,STK
462310,KR7462310004,뉴키즈온,KOSDAQ,중견기업부,3400,1,20,0.59,3360,3435,3310,13247,44493700,27829411400,8185121,KSQ
462510,KR7462510009,라메디텍,KOSDAQ,기술성장기업부,3160,2,-5,-0.16,3165,3195,3040,20576,64257750,27817369400,8802965,KSQ
015260,KR7015260003,에이엔피,KOSPI,,589,1,54,10.09,535,646,525,1296206,750151865,27751850566,47116894,STK
225220,KR7225220003,제놀루션,KOSDAQ,벤처기업부,1442,1,2,0.14,1414,1474,1414,23990,34483948,27672010282,19190021,KSQ
440320,KR7440320000,오픈놀,KOSDAQ,기술성장기업부,2815,1,5,0.18,2960,2960,2755,31507,88599859,27671450000,9830000,KSQ
008470,KR7008470007,부스타,KOSDAQ,벤처기업부,3285,1,30,0.92,3265,3350,3255,17471,57366560,27609768000,8404800,KSQ
290270,KR7290270008,휴네시온,KOSDAQ,벤처기업부,2870,2,-70,-2.38,2950,2950,2830,24840,70877678,27574018640,9607672,KSQ
033250,KR7033250002,체시스,KOSPI,,4300,2,-100,-2.27,4360,4420,4260,31794,137250675,27520000000,6400000,STK
018680,KR7018680009,서울제약,KOSDAQ,벤처기업부,2360,1,85,3.74,2380,2380,2220,1924,4473490,27515992840,11659319,KSQ
462980,KR7462980004,아이지넷,KOSDAQ,기술성장기업부,1506,2,-5,-0.33,1511,1534,1498,30890,46642972,27461062122,18234437,KSQ
097780,KR7097780001,에코볼트,KOSDAQ,중견기업부,1348,2,-302,-18.3,1650,1650,1341,447978,624936067,27355083972,20293089,KSQ
016670,KR7016670002,디모아,KOSDAQ,중견기업부,2675,2,-50,-1.83,2735,2740,2660,7811,21159140,27269575950,10194234,KSQ
043220,KR7043220003,티에스넥스젠,KOSDAQ,관리종목(소속부없음),1710,0,0,0.0,0,0,0,0,0,27227331360,15922416,KSQ
197140,KR7197140007,디지캡,KOSDAQ,벤처기업부,2090,1,143,7.34,1919,2120,1862,83843,169860635,27197491860,13013154,KSQ
079170,KR7079170007,한창산업,KOSDAQ,우량기업부,5230,2,-180,-3.33,5420,5420,5230,8010,42276830,27196000000,5200000,KSQ
032750,KR7032750002,삼진,KOSDAQ,우량기업부,3005,1,45,1.52,2955,3005,2940,3504,10363520,27138521610,9031122,KSQ
311060,KR7311060008,엘에이티,KONEX,일반기업부,3445,2,-30,-0.86,3350,3445,3350,441,1478015,27119501630,7872134,KNX
397810,KR7397810003,애드포러스,KOSDAQ,벤처기업부,5250,2,-30,-0.57,5190,5270,5190,2650,13843430,27094042500,5160770,KSQ
080530,KR7080530009,코디,KOSDAQ,중견기업부,2440,2,-80,-3.17,2520,2715,2440,20014,50263100,27089307000,11102175,KSQ
019660,KR7019660000,글로본,KOSDAQ,중견기업부,1938,1,27,1.41,1899,1943,1854,4038,7614133,27024117354,13944333,KSQ
045510,KR7045510005,정원엔시스,KOSDAQ,중견기업부,834,1,21,2.58,814,849,809,32847,27072137,26862549528,32209292,KSQ
002355,KR7002351005,넥센타이어1우B,KOSPI,,4125,1,35,0.86,4095,4150,4070,6557,26846110,26812500000,6500000,STK
342870,KR7342870003,오아,KOSDAQ,중견기업부,4915,1,60,1.24,4840,5040,4610,13893,67416870,26787718255,5450197,KSQ
267790,KR7267790004,배럴,KOSDAQ,중견기업부,3480,1,210,6.42,3595,3630,3400,52215,183204460,26758795320,7689309,KSQ
068100,KR7068100007,케이웨더,KOSDAQ,기술성장기업부,2225,2,-20,-0.89,2245,2300,2205,4319,9665650,26538767600,11927536,KSQ
032080,KR7032080004,아즈텍WB,KOSDAQ,중견기업부,1232,1,34,2.84,1187,1290,1155,37389,45147915,26476947728,21491029,KSQ
005110,KR7005110002,한창,KOSPI,,1254,0,0,0.0,0,0,0,0,0,26467434378,21106407,STK
001810,KR7001810001,무림SP,KOSDAQ,중견기업부,1194,1,7,0.59,1187,1263,1164,47411,57013739,26432175000,22137500,KSQ
348030,KR7348030008,모비릭스,KOSDAQ,중견기업부,2750,1,45,1.66,2740,2760,2625,61756,166939335,26410450000,9603800,KSQ
310870,KR7310870001,디와이씨,KOSDAQ,벤처기업부,1276,1,76,6.33,1207,1319,1200,738499,903319848,26396957796,20687271,KSQ
353590,KR7353590003,오토앤,KOSDAQ,중견기업부,2050,2,-80,-3.76,2130,2130,2035,9390,19424560,26394918500,12875570,KSQ
006740,KR7006740005,블루산업개발,KOSPI,,5550,0,0,0.0,0,0,0,0,0,26351205750,4747965,STK
090150,KR7090150004,아이윈,KOSDAQ,중견기업부,629,1,39,6.61,590,635,581,249415,151345539,26339559297,41875293,KSQ
121890,KR7121890008,에스디시스템,KOSDAQ,중견기업부,1980,2,-50,-2.46,1985,2090,1961,19922,40000918,26317063080,13291446,KSQ
143210,KR7143210003,핸즈코퍼레이션,KOSPI,,1199,0,0,0.0,0,0,0,0,0,26229020653,21875747,STK
233990,KR7233990001,질경이,KONEX,일반기업부,1618,2,-2,-0.12,1550,1849,1503,9511,14676675,26095968012,16128534,KNX
016100,KR7016100000,리더스코스메틱,KOSDAQ,중견기업부,1362,2,-8,-0.58,1360,1436,1324,21266,28809807,26015417628,19100894,KSQ
354390,KR7354390007,바스칸바이오제약,KONEX,일반기업부,3700,1,100,2.78,3585,4130,3585,805,3169685,25967513900,7018247,KNX
007770,KR7007770001,한일화학,KOSDAQ,중견기업부,7390,3,0,0.0,7400,7410,7370,449,3321540,25938900000,3510000,KSQ
405920,KR7405920000,나라셀라,KOSDAQ,중견기업부,2010,2,-20,-0.99,2020,2020,1995,7536,15143173,25884932760,12878076,KSQ
317120,KR7317120004,라닉스,KOSDAQ,기술성장기업부,1696,2,-2,-0.12,1699,1748,1674,87853,148663448,25880960000,15260000,KSQ
063760,KR7063760003,이엘피,KOSDAQ,벤처기업부,2770,2,-75,-2.64,2845,2880,2730,36231,101701259,25830610100,9325130,KSQ
005360,KR7005360003,모나미,KOSPI,,1364,2,-16,-1.16,1372,1409,1300,58640,80052703,25775926748,18897307,STK
046390,KR7046390001,삼화네트웍스,KOSDAQ,중견기업부,1492,1,3,0.2,1497,1519,1461,14663,21631165,25765606116,17269173,KSQ
138070,KR7138070008,신진에스엠,KOSDAQ,중견기업부,1472,1,7,0.48,1475,1496,1410,42354,61770940,25764716288,17503204,KSQ
200230,KR7200230001,텔콘RF제약,KOSDAQ,중견기업부,360,0,0,0.0,0,0,0,0,0,25748471880,71523533,KSQ
403360,KR7403360001,라피치,KONEX,일반기업부,7180,2,-820,-10.25,7400,8000,6800,6561,45277570,25746166060,3585817,KNX
051380,KR7051380004,피씨디렉트,KOSDAQ,중견기업부,1676,2,-39,-2.27,1710,1713,1659,57228,95809706,25709960672,15340072,KSQ
333050,KR7333050003,이노테나,KOSDAQ,벤처기업부,5220,1,130,2.55,5100,5320,4895,6719,33590140,25696311300,4922665,KSQ
