Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
065680,KR7065680001,우주일렉트로,KOSDAQ,우량기업부,37500,2,-3700,-8.98,41000,41150,37400,27772,1059689050,346517662500,9240471,KSQ
092870,KR7092870005,엑시콘,KOSDAQ,우량기업부,26500,2,-2200,-7.67,28700,29450,26350,308432,8341238925,345846120500,13050797,KSQ
001940,KR7001940006,KISCO홀딩스,KOSPI,,24350,1,400,1.67,24000,24350,23650,3230,77468825,345194853000,14176380,STK
002710,KR7002710002,TCC스틸,KOSPI,,13150,2,-190,-1.42,13450,13500,12900,56319,737619620,344710115550,26213697,STK
230240,KR7230240004,에치에프알,KOSDAQ,중견기업부,25850,2,-1750,-6.34,27400,28200,24700,182587,4874593425,344037650000,13309000,KSQ
064820,KR7064820004,케이프,KOSDAQ,우량기업부,11110,1,410,3.83,10750,11250,10640,99459,1092297430,342856988650,30860215,KSQ
007690,KR7007690001,국도화학,KOSPI,,36850,2,-450,-1.21,37250,38500,36550,33194,1249656600,341261659200,9260832,STK
084110,KR7084110006,휴온스글로벌,KOSDAQ,우량기업부,26850,2,-250,-0.92,27200,27400,26450,21612,579115900,339915952200,12659812,KSQ
456010,KR7456010008,아이씨티케이,KOSDAQ,기술성장기업부,24250,1,50,0.21,25000,25800,24050,512492,12670063100,339764179500,14010894,KSQ
126560,KR7126560002,현대퓨처넷,KOSPI,,3110,1,70,2.3,3040,3120,3030,52797,161929991,339615234400,109201040,STK
243070,KR7243070000,휴온스,KOSDAQ,우량기업부,28300,2,-500,-1.74,28800,29450,28000,23864,674044300,339024519500,11979665,KSQ
092460,KR7092460005,한라IMS,KOSDAQ,우량기업부,19750,1,870,4.61,18890,20700,18890,139662,2804225505,337916180000,17109680,KSQ
445090,KR7445090004,에이직랜드,KOSDAQ,벤처기업부,30900,1,250,0.82,30650,31450,29550,112562,3440445075,337602832200,10925658,KSQ
058430,KR7058430000,포스코스틸리온,KOSPI,,5610,2,-60,-1.06,5680,5720,5520,262579,1467972835,336600000000,60000000,STK
441270,KR7441270006,파인엠텍,KOSDAQ,벤처기업부,8000,1,30,0.38,8150,8260,7900,163039,1306538675,336352376000,42044047,KSQ
194370,KR7194370003,제이에스코퍼레이션,KOSPI,,11530,2,-180,-1.54,11720,11890,11490,61003,712762485,334563219740,29016758,STK
234340,KR7234340008,헥토파이낸셜,KOSDAQ,우량기업부,23800,1,50,0.21,24100,25350,23550,322270,7919892025,332501612800,13970656,KSQ
317330,KR7317330009,덕산테코피아,KOSDAQ,중견기업부,16220,1,10,0.06,16370,17000,16170,141011,2318824780,332130192480,20476584,KSQ
091700,KR7091700005,파트론,KOSDAQ,우량기업부,6630,1,10,0.15,6600,6750,6590,232229,1545092930,331500000000,50000000,KSQ
232530,KR7232530006,이엠티,KONEX,일반기업부,12910,1,310,2.46,13180,13180,12550,2081,26421180,330680664640,25614304,KNX
304360,KR7304360001,에스바이오메딕스,KOSDAQ,벤처기업부,26550,1,250,0.95,28500,28500,25750,118902,3155360775,328825148400,12385128,KSQ
179900,KR7179900006,유티아이,KOSDAQ,투자주의환기종목(소속부없음),16550,2,-990,-5.64,17780,17790,16130,153919,2556952075,327531318600,19790412,KSQ
104700,KR7104700000,한국철강,KOSPI,,8980,1,100,1.13,8970,9060,8820,51653,459994940,327321000000,36450000,STK
002310,KR7002310001,아세아제지,KOSPI,,8270,1,150,1.85,8160,8280,8020,86828,712182010,326247447700,39449510,STK
025860,KR7025860008,남해화학,KOSPI,,6530,1,50,0.77,6490,6580,6410,236837,1540683240,324402844790,49678843,STK
488900,KR7488900002,비츠로넥스텍,KOSDAQ,기술성장기업부,11180,1,60,0.54,11600,11760,11110,66361,751579075,323956632740,28976443,KSQ
034830,KR7034830000,한국토지신탁,KOSPI,,1278,1,33,2.65,1246,1307,1246,735547,945245763,322681235940,252489230,STK
086390,KR7086390002,유니테스트,KOSDAQ,중견기업부,15250,2,-650,-4.09,15970,16050,15180,213806,3299281550,322295421500,21134126,KSQ
236200,KR7236200002,슈프리마,KOSDAQ,우량기업부,46100,1,1100,2.44,45750,46800,44700,45735,2105635350,321515737100,6974311,KSQ
089980,KR7089980007,상아프론테크,KOSDAQ,우량기업부,20050,1,480,2.45,19900,20250,19360,48453,961859530,320580191850,15989037,KSQ
228760,KR7228760005,지노믹트리,KOSDAQ,기술성장기업부,12890,1,170,1.34,12860,13000,12490,51766,658120130,320435113780,24859202,KSQ
018250,KR7018250001,애경산업,KOSPI,,12100,2,-190,-1.55,12340,12450,12000,28248,342781920,319560213500,26409935,STK
001390,KR7001390004,KG케미칼,KOSPI,,4740,2,-40,-0.84,4800,4870,4705,160565,762018240,318684562200,67233030,STK
272450,KR7272450008,진에어,KOSPI,,6090,2,-110,-1.77,6220,6270,6030,258735,1582655655,317898000000,52200000,STK
200670,KR7200670008,휴메딕스,KOSDAQ,우량기업부,28100,2,-700,-2.43,28800,28950,27900,24083,680798225,315561033000,11229930,KSQ
187870,KR7187870001,디바이스,KOSDAQ,우량기업부,22900,2,-1450,-5.95,24000,25000,22650,249675,5822748275,315334374000,13770060,KSQ
016800,KR7016800005,퍼시스,KOSPI,,27400,1,450,1.67,27000,27400,26900,769,20840500,315100000000,11500000,STK
078340,KR7078340007,컴투스,KOSDAQ GLOBAL,중견기업부,26000,1,450,1.76,25550,26250,25550,30370,788314900,314374138000,12091313,KSQ
001230,KR7001230002,동국홀딩스,KOSPI,,2020,1,65,3.32,1980,2065,1938,602729,1202153917,314125584300,155507715,STK
009290,KR7009290008,광동제약,KOSPI,,6290,2,-10,-0.16,6360,6490,6260,127576,804043090,313240792320,49799808,STK
108670,KR7108670001,LX하우시스,KOSPI,,34900,1,200,0.58,34300,35400,34100,16992,591071925,312971683000,8967670,STK
094360,KR7094360005,칩스앤미디어,KOSDAQ,벤처기업부,14630,2,-50,-0.34,15090,15370,14500,78686,1165530535,312427658620,21355274,KSQ
000430,KR7000430009,대원강업,KOSPI,,5030,2,-100,-1.95,5180,5230,4875,601829,3003524335,311860000000,62000000,STK
241520,KR7241520006,DSC인베스트먼트,KOSDAQ,중견기업부,11710,2,-60,-0.51,11850,12070,11520,272024,3204345235,311486000000,26600000,KSQ
462350,KR7462350000,이노스페이스,KOSDAQ,기술성장기업부,14800,2,-200,-1.33,15020,15750,14650,342500,5128335925,311006815200,21013974,KSQ
035810,KR7035810001,이지홀딩스,KOSDAQ,우량기업부,4785,1,335,7.53,4450,4945,4430,1162622,5571561734,308709945225,64516185,KSQ
061970,KR7061970000,LB세미콘,KOSDAQ,중견기업부,5300,2,-240,-4.33,5520,5660,5240,349971,1890266190,307839931800,58083006,KSQ
092200,KR7092200005,디아이씨,KOSPI,,7910,2,-1040,-11.62,8950,9100,7850,1965615,16207494155,307608580790,38888569,STK
203650,KR7203650007,드림시큐리티,KOSDAQ,중견기업부,3010,2,-50,-1.63,3140,3215,2905,2559244,7675703813,306130496840,101704484,KSQ
286940,KR7286940002,롯데이노베이트,KOSPI,,20200,2,-50,-0.25,20450,20600,20050,21914,444671000,305613213400,15129367,STK
136480,KR7136480001,하림,KOSDAQ,우량기업부,2870,2,-10,-0.35,2890,2910,2835,989298,2827831450,304821844740,106209702,KSQ
042370,KR7042370007,비츠로테크,KOSDAQ,우량기업부,11630,1,70,0.61,11650,11880,11400,240347,2800285245,304706290750,26200025,KSQ
084690,KR7084690007,대상홀딩스,KOSPI,,8390,2,-160,-1.87,8560,8680,8300,73723,619970230,303823193820,36212538,STK
378340,KR7378340004,필에너지,KOSDAQ,중견기업부,13930,2,-180,-1.28,14130,14400,13790,27237,380850335,301241571260,21625382,KSQ
084010,KR7084010008,대한제강,KOSPI,,8720,2,-220,-2.46,8950,8950,8630,21886,190319310,299720317120,34371596,STK
365270,KR7365270008,큐라클,KOSDAQ,기술성장기업부,13540,1,40,0.3,13370,14000,13160,112773,1525678315,298854771680,22071992,KSQ
046970,KR7046970000,우리로,KOSDAQ,벤처기업부,6800,1,230,3.5,6700,7300,6560,1579698,10858706900,298009993200,43824999,KSQ
101730,KR7101730000,위메이드맥스,KOSDAQ,중견기업부,3555,1,55,1.57,4055,4120,3555,361133,1346981691,297920681730,83803286,KSQ
003720,KR7003720000,삼영,KOSPI,,8760,1,100,1.15,8680,8820,8300,577714,4934354210,297840000000,34000000,STK
060720,KR7060720000,KH바텍,KOSDAQ,중견기업부,12560,1,820,6.98,11940,12930,11940,414602,5184639155,297388671520,23677442,KSQ
272110,KR7272110008,케이엔제이,KOSDAQ,우량기업부,37050,2,-300,-0.8,37900,39450,36500,138126,5170824225,297340884750,8025395,KSQ
314930,KR7314930009,바이오다인,KOSDAQ,기술성장기업부,9980,1,50,0.5,9930,10150,9800,34667,344999800,297045747940,29764103,KSQ
033270,KR7033270000,유나이티드제약,KOSPI,,18640,2,-10,-0.05,18700,18800,18490,8051,149930405,296576846000,15910775,STK
389260,KR7389260001,대명에너지,KOSDAQ,우량기업부,16550,1,2320,16.3,14200,17410,13800,1500344,24386804305,296515178750,17916325,KSQ
009160,KR7009160003,SIMPAC,KOSPI,,4520,2,-20,-0.44,4595,4595,4400,80967,362426570,295476775360,65370968,STK
123890,KR7123890006,한국자산신탁,KOSPI,,2390,1,80,3.46,2340,2455,2325,817827,1956939291,292473683140,122373926,STK
025770,KR7025770009,한국정보통신,KOSDAQ,우량기업부,7800,2,-20,-0.26,7920,8050,7730,94611,741158770,292065313800,37444271,KSQ
036800,KR7036800001,나이스정보통신,KOSDAQ,우량기업부,29100,3,0,0.0,29050,29350,28600,8863,256364200,291000000000,10000000,KSQ
043150,KR7043150002,바텍,KOSDAQ,우량기업부,19540,1,180,0.93,19540,19720,19450,21028,410106570,290252162240,14854256,KSQ
475400,KR7475400008,씨메스로보틱스,KOSDAQ,기술성장기업부,24650,2,-1050,-4.09,25900,26450,24650,51989,1305821150,289786928300,11756062,KSQ
452430,KR7452430002,사피엔반도체,KOSDAQ,기술성장기업부,35000,2,-1300,-3.58,37000,37950,34850,82032,2957388425,288939735000,8255421,KSQ
001750,KR7001750009,한양증권,KOSPI,,22700,2,-350,-1.52,23100,23350,22700,21386,490654425,288937721800,12728534,STK
096760,KR7096760004,JW홀딩스,KOSPI,,3905,2,-40,-1.01,3945,3990,3870,70179,275660917,288676898510,73924942,STK
298830,KR7298830001,슈어소프트테크,KOSDAQ,우량기업부,5400,2,-20,-0.37,5450,5520,5320,322381,1742966310,288675894600,53458499,KSQ
051500,KR7051500007,CJ프레시웨이,KOSDAQ,우량기업부,24300,2,-50,-0.21,24650,24750,23850,26377,641490650,288479539800,11871586,KSQ
144510,KR7144510005,지씨셀,KOSDAQ,중견기업부,18170,1,850,4.91,17110,18230,17010,89503,1585661390,287092250480,15800344,KSQ
024720,KR7024720005,콜마홀딩스,KOSPI,,8360,1,40,0.48,8250,8450,8250,24679,205672750,286716725240,34296259,STK
159010,KR7159010008,아스플로,KOSDAQ,벤처기업부,21500,2,-250,-1.15,22400,23500,21000,68237,1517161425,286696888500,13334739,KSQ
000650,KR7000650002,천일고속,KOSPI,,200500,1,600,0.3,200000,204000,197000,7711,1544087150,286558610000,1429220,STK
064850,KR7064850001,에프앤가이드,KOSDAQ,벤처기업부,25100,2,-150,-0.59,25250,26300,24600,67022,1708957025,286399333200,11410332,KSQ
037710,KR7037710001,광주신세계,KOSPI,,37350,2,-350,-0.93,38050,38100,36850,20275,755292025,284874874200,7627172,STK
017390,KR7017390006,서울가스,KOSPI,,57400,1,200,0.35,57100,57700,56800,6165,352392800,284130000000,4950000,STK
099430,KR7099430001,바이오플러스,KOSDAQ,우량기업부,4605,2,-70,-1.5,4660,4735,4510,370401,1699085652,283855524810,61640722,KSQ
419530,KR7419530001,SAMG엔터,KOSDAQ,기술성장기업부,27700,1,2500,9.92,25200,28400,24950,144931,3858092350,282743234900,10207337,KSQ
043370,KR7043370006,피에이치에이,KOSDAQ,우량기업부,13450,1,550,4.26,12990,13600,12870,58453,781168365,282450000000,21000000,KSQ
005680,KR7005680004,삼영전자,KOSPI,,14100,1,450,3.3,13490,14160,13470,51644,722690200,282000000000,20000000,STK
078520,KR7078520004,에이블씨엔씨,KOSPI,,10800,2,-300,-2.7,11210,11440,10750,68169,744724110,280952938800,26014161,STK
002900,KR7002900009,TYM,KOSPI,,6740,2,-60,-0.88,6810,7050,6720,295209,2021743465,279036000000,41400000,STK
035600,KR7035600006,KG이니시스,KOSDAQ,우량기업부,10110,1,20,0.2,10110,10250,10010,59365,599879100,278575327740,27554434,KSQ
001340,KR7001340009,PKC,KOSPI,,6160,2,-220,-3.45,6430,6540,6120,247415,1559283660,277373028240,45028089,STK
001250,KR7001250000,GS글로벌,KOSPI,,3350,1,230,7.37,3130,3780,3030,7358492,25766461023,276488109400,82533764,STK
023410,KR7023410004,유진기업,KOSDAQ,중견기업부,3575,1,35,0.99,3555,3595,3520,89447,318696010,276386335225,77310863,KSQ
026890,KR7026890004,스틱인베스트먼트,KOSPI,,7110,2,-50,-0.7,7120,7250,7020,185325,1317416565,275660651070,38770837,STK
0001A0,KR70001A0001,덕양에너젠,KOSDAQ,중견기업부,11050,1,90,0.82,10960,11290,10770,102253,1132194575,275047704750,24891195,KSQ
472850,KR7472850007,폰드그룹,KOSDAQ,중견기업부,4775,1,30,0.63,4790,4820,4700,24572,116875785,274904638300,57571652,KSQ
900140,KYG5307W1015,엘브이엠씨홀딩스,KOSPI,,1418,2,-27,-1.87,1439,1461,1390,392793,554769296,274014932576,193240432,STK
114190,KR7114190002,강원에너지,KOSDAQ,중견기업부,10450,2,-170,-1.6,10720,10890,10300,70909,740965695,272985747100,26123038,KSQ
054950,KR7054950001,제이브이엠,KOSDAQ,우량기업부,22550,1,300,1.35,22200,22750,22000,45122,1014167700,272627064600,12089892,KSQ
112290,KR7112290002,와이씨켐,KOSDAQ,기술성장기업부,13420,2,-290,-2.12,14040,14500,13300,196768,2681998365,271367027800,20221090,KSQ
382900,KR7382900009,범한퓨얼셀,KOSDAQ,벤처기업부,30950,1,1750,5.99,29550,31400,28750,57737,1733012550,271152950000,8761000,KSQ
448280,KR7448280008,에코아이,KOSDAQ,중견기업부,9150,1,360,4.1,8880,9180,8680,22901,203876470,271124830350,29631129,KSQ
200130,KR7200130003,콜마비앤에이치,KOSDAQ GLOBAL,우량기업부,9210,1,100,1.1,9230,9390,9110,78378,722621020,270917289180,29415558,KSQ
092730,KR7092730001,네오팜,KOSDAQ,우량기업부,16900,2,-330,-1.92,17360,17480,16810,27450,466019080,270873014100,16027989,KSQ
108860,KR7108860008,셀바스AI,KOSDAQ,벤처기업부,10050,2,-360,-3.46,10420,10590,9980,409555,4211443210,270493639500,26914790,KSQ
151860,KR7151860004,KG에코솔루션,KOSDAQ,우량기업부,5670,2,-160,-2.74,5940,5940,5600,127488,725151390,269909021340,47603002,KSQ
0008Z0,KR70008Z0005,에스엔시스,KOSDAQ,벤처기업부,28600,2,-1050,-3.54,29650,29650,28350,36889,1059822600,269885730400,9436564,KSQ
352480,KR7352480008,씨앤씨인터내셔널,KOSDAQ,우량기업부,19800,1,590,3.07,19220,20300,19110,41061,806077975,269872039800,13629901,KSQ
078150,KR7078150000,HB테크놀러지,KOSDAQ,우량기업부,2910,2,-80,-2.68,3060,3120,2900,1718782,5104436806,269803315560,92715916,KSQ
005430,KR7005430004,한국공항,KOSPI,,85000,1,800,0.95,84700,86000,81800,14645,1231770000,269140175000,3166355,STK
215000,KR7215000001,골프존,KOSDAQ,우량기업부,42800,1,200,0.47,42250,43100,42200,24621,1046003775,268587762000,6275415,KSQ
309710,KR7309710002,아이티켐,KOSDAQ,관리종목(소속부없음),21000,0,0,0.0,0,0,0,0,0,268443021000,12783001,KSQ
073490,KR7073490005,LIG아큐버,KOSDAQ,우량기업부,35200,1,100,0.28,35500,38100,34350,104370,3768377700,267655379200,7603846,KSQ
005010,KR7005010004,휴스틸,KOSPI,,4755,1,120,2.59,4680,4770,4545,318012,1483311186,267174296625,56188075,STK
267980,KR7267980001,매일유업,KOSDAQ,우량기업부,34650,1,600,1.76,33800,34700,33800,13400,460987125,265545056700,7663638,KSQ
182400,KR7182400002,엔케이젠바이오텍코리아,KOSDAQ,관리종목(소속부없음),3670,0,0,0.0,0,0,0,0,0,265496721770,72342431,KSQ
014940,KR7014940001,오리엔탈정공,KOSDAQ,우량기업부,5820,1,40,0.69,5800,6000,5760,117693,691177780,265238707020,45573661,KSQ
003120,KR7003120003,일성아이에스,KOSPI,,19890,2,-110,-0.55,19900,20000,19440,7064,138788000,264537000000,13300000,STK
003920,KR7003920006,남양유업,KOSPI,,44000,1,950,2.21,43150,44850,42600,18456,815521750,264000000000,6000000,STK
002320,KR7002320000,한진,KOSPI,,17000,1,90,0.53,17110,17120,16720,22450,378647300,263816472000,15518616,STK
450950,KR7450950001,아스테라시스,KOSDAQ,벤처기업부,7010,2,-270,-3.71,7300,7470,7000,35427,251152960,263769419920,37627592,KSQ
011500,KR7011500006,한농화성,KOSPI,,16840,2,-160,-0.94,17030,17200,16300,69473,1170733965,263327787280,15637042,STK
053030,KR7053030003,바이넥스,KOSDAQ,중견기업부,8050,2,-150,-1.83,8200,8270,7950,137883,1107979185,263107713400,32684188,KSQ
017890,KR7017890005,한국알콜,KOSDAQ,우량기업부,12300,1,250,2.07,12080,12390,11900,36958,447828935,261664123800,21273506,KSQ
322310,KR7322310004,오로스테크놀로지,KOSDAQ,벤처기업부,27900,2,-1600,-5.42,29500,30700,27700,322798,9366671525,261326521800,9366542,KSQ
251370,KR7251370003,와이엠티,KOSDAQ,벤처기업부,14500,1,140,0.97,14550,14980,14270,90599,1319641230,261191588500,18013213,KSQ
005500,KR7005500004,삼진제약,KOSPI,,19550,1,10,0.05,19700,19700,19250,55029,1069283840,260406000000,13320000,STK
220100,KR7220100002,퓨쳐켐,KOSDAQ,기술성장기업부,11590,1,190,1.67,11500,11690,11030,174391,1974934480,259933797800,22427420,KSQ
017860,KR7017860008,DS단석,KOSPI,,14630,2,-350,-2.34,15010,15200,14570,86204,1274446520,259816203570,17759139,STK
004360,KR7004360004,세방,KOSPI,,13570,2,-30,-0.22,13590,13760,13430,45809,620035925,259398732710,19115603,STK
058970,KR7058970005,엠로,KOSDAQ,기술성장기업부,20900,2,-1100,-5.0,22100,22100,20900,62239,1320211425,258382394600,12362794,KSQ
180400,KR7180400004,DXVX,KOSDAQ,관리종목(소속부없음),2620,1,10,0.38,2610,2645,2520,94251,241945200,257885111840,98429432,KSQ
065660,KR7065660003,안트로젠,KOSDAQ,기술성장기업부,25650,2,-400,-1.54,27450,27450,24800,14450,367608175,256656465000,10006100,KSQ
122900,KR7122900004,아이마켓코리아,KOSPI,,7670,2,-30,-0.39,7750,7780,7600,151815,1167160930,256399202800,33428840,STK
121800,KR7121800007,비덴트,KOSDAQ,관리종목(소속부없음),3320,0,0,0.0,0,0,0,0,0,256309348520,77201611,KSQ
355150,KR7355150004,코스텍시스,KOSDAQ,벤처기업부,32850,2,-250,-0.76,33900,36050,32400,137485,4732591850,256142947500,7797350,KSQ
051360,KR7051360006,토비스,KOSDAQ,우량기업부,17150,2,-350,-2.0,17610,17890,17000,58782,1020301960,255841007450,14917843,KSQ
217730,KR7217730001,강스템바이오텍,KOSDAQ,기술성장기업부,2715,1,50,1.88,2665,2735,2590,302763,801572883,255357014535,94054149,KSQ
194700,KR7194700001,노바렉스,KOSDAQ,우량기업부,13980,2,-350,-2.44,14260,14430,13880,101925,1425832210,255202775040,18254848,KSQ
003200,KR7003200003,일신방직,KOSPI,,11070,1,100,0.91,10920,11090,10830,12336,135086170,254167200000,22960000,STK
036710,KR7036710002,심텍홀딩스,KOSDAQ,중견기업부,4800,2,-210,-4.19,5020,5160,4790,309142,1524094322,253573219200,52827754,KSQ
000680,KR7000680009,LS네트웍스,KOSPI,,3215,1,15,0.47,3210,3280,3170,192009,617336996,253351696440,78803016,STK
377460,KR7377460001,큐에이드,KOSDAQ,관리종목(소속부없음),4080,0,0,0.0,0,0,0,0,0,253187202960,62055687,KSQ
274090,KR7274090000,켄코아에어로스페이스,KOSDAQ,기술성장기업부,18370,1,270,1.49,18600,19950,17650,1078922,20191093445,253032182590,13774207,KSQ
018000,KR7018000000,유니슨,KOSDAQ,중견기업부,973,1,43,4.62,932,1174,909,27977765,29362308093,252491830332,259498284,KSQ
0082N0,KR70082N0008,카나프테라퓨틱스,KOSDAQ,기술성장기업부,19000,2,-360,-1.86,18220,19180,17630,377973,6968254710,252036520000,13265080,KSQ
004430,KR7004430005,송원산업,KOSPI,,10500,2,-80,-0.76,10710,10720,10000,74905,781230050,252000000000,24000000,STK
125020,KR7125020008,티씨머티리얼즈,KOSDAQ,중견기업부,7180,1,190,2.72,7030,7240,6760,1116503,7844823900,251576789000,35038550,KSQ
416180,KR7416180008,신성에스티,KOSDAQ,벤처기업부,27750,2,-450,-1.6,28400,28400,27600,12356,344246100,250853839500,9039778,KSQ
318060,KR7318060001,그래피,KOSDAQ,기술성장기업부,22450,1,450,2.05,22250,23400,21300,93186,2096912750,250837823650,11173177,KSQ
290690,KR7290690007,소룩스,KOSDAQ,중견기업부,4920,2,-230,-4.47,5300,5300,4875,900505,4504480720,250785629880,50972689,KSQ
464080,KR7464080001,에스오에스랩,KOSDAQ,기술성장기업부,13970,1,440,3.25,13620,14520,12660,741643,10279175825,250720218650,17947045,KSQ
900290,HK0000307485,GRT,KOSDAQ,외국기업(소속부없음),3065,3,0,0.0,3070,3095,2970,330289,992012317,250717000000,81800000,KSQ
046120,KR7046120002,오르비텍,KOSDAQ,중견기업부,7400,2,-60,-0.8,7620,7810,7330,387656,2914117145,250530204200,33855433,KSQ
041920,KR7041920000,메디아나,KOSDAQ,우량기업부,13460,2,-140,-1.03,13600,13820,13330,39077,528921895,250332081580,18598223,KSQ
091580,KR7091580001,상신이디피,KOSDAQ,우량기업부,18780,2,-410,-2.14,19210,19620,18650,101262,1915444330,250303952820,13328219,KSQ
314130,KR7314130006,지놈앤컴퍼니,KOSDAQ,기술성장기업부,5540,3,0,0.0,5540,5750,5380,326713,1820914180,249889411680,45106392,KSQ
242040,KR7242040004,나무기술,KOSDAQ,기술성장기업부,7210,2,-940,-11.53,8260,8300,7190,3232252,24345408795,249511163440,34606264,KSQ
950170,KR8392080006,JTC,KOSDAQ,외국기업(소속부없음),4810,2,-60,-1.23,4870,4915,4775,73574,354429401,248899933880,51746348,KSQ
019010,KR7019010008,베뉴지,KOSDAQ,중견기업부,5160,2,-140,-2.64,5300,5380,5120,58794,307007225,248712000000,48200000,KSQ
094480,KR7094480001,갤럭시아머니트리,KOSDAQ,우량기업부,6310,1,70,1.12,6200,6340,6190,108576,680931395,247540277780,39229838,KSQ
003960,KR7003960002,사조대림,KOSPI,,27000,1,450,1.69,27200,27200,26400,7762,206685450,247440609000,9164467,STK
003070,KR7003070000,코오롱글로벌,KOSPI,,9730,1,80,0.83,9650,10070,9560,39992,390459420,247375121070,25423959,STK
459510,KR7459510004,나우로보틱스,KOSDAQ,기술성장기업부,18990,2,-90,-0.47,19730,19810,18600,67274,1277950825,246459474180,12978382,KSQ
243840,KR7243840006,신흥에스이씨,KOSDAQ,우량기업부,6390,1,70,1.11,6450,6450,6260,114473,725193010,246387121650,38558235,KSQ
474650,KR7474650009,링크솔루션,KOSDAQ,기술성장기업부,42800,1,750,1.78,42550,46000,41300,66819,2930101175,246104579600,5750107,KSQ
037270,KR7037270006,YG PLUS,KOSPI,,3860,2,-20,-0.52,3875,3960,3845,235991,917184529,245739604600,63663110,STK
065710,KR7065710006,서호전기,KOSDAQ,우량기업부,47700,1,350,0.74,47400,48400,47300,20284,971521775,245655000000,5150000,KSQ
036170,KR7036170009,에이치엠넥스,KOSDAQ,중견기업부,3995,2,-110,-2.68,4125,4175,3920,872559,3490412939,245155675870,61365626,KSQ
067390,KR7067390005,아스트,KOSDAQ,중견기업부,588,1,10,1.73,592,630,575,1430108,860861323,244112656452,415157579,KSQ
004310,KR7004310009,현대약품,KOSPI,,7600,1,160,2.15,7870,9300,6660,34030187,281894434225,243200000000,32000000,STK
000540,KR7000540005,흥국화재,KOSPI,,3785,1,70,1.88,3755,3835,3675,73289,273705173,243158411325,64242645,STK
307180,KR7307180000,아이엘,KOSDAQ,벤처기업부,6590,2,-110,-1.64,6730,7100,6550,612595,4115505345,243076604840,36885676,KSQ
084850,KR7084850007,아이티엠반도체,KOSDAQ,중견기업부,10710,2,-280,-2.55,11150,11150,10630,33146,356789775,242934223140,22682934,KSQ
244920,KR7244920005,에이플러스에셋,KOSPI,,10720,1,120,1.13,10600,10800,10560,34848,371991855,242354468960,22607693,STK
439090,KR7439090002,마녀공장,KOSDAQ,우량기업부,14770,1,170,1.16,14600,14910,14500,85370,1257849370,242128450200,16393260,KSQ
334890,KR7334890001,이지스밸류플러스리츠,KOSPI,,3485,1,5,0.14,3480,3535,3440,166480,578098358,242028660255,69448683,STK
404990,KR7404990004,신한서부티엔디리츠,KOSPI,,3950,2,-165,-4.01,4215,4275,3900,366436,1492760775,241868706800,61232584,STK
478340,KR7478340003,나라스페이스테크놀로지,KOSDAQ,기술성장기업부,20900,1,350,1.7,20700,21850,20500,127097,2688812125,241052051900,11533591,KSQ
098120,KR7098120009,마이크로컨텍솔,KOSDAQ,우량기업부,28950,2,-1400,-4.61,30350,30500,28800,76065,2235066700,240654575700,8312766,KSQ
093520,KR7093520005,매커스,KOSDAQ,우량기업부,20200,2,-200,-0.98,20650,20700,19990,36644,743645185,240417107400,11901837,KSQ
126640,KR7126640002,화신정공,KOSDAQ,우량기업부,6830,4,1570,29.85,6830,6830,5910,20066678,130867555220,239431865300,35055910,KSQ
475560,KR7475560009,더본코리아,KOSPI,,16120,2,-110,-0.68,16370,16420,16010,7099,114305975,239026876400,14827970,STK
034120,KR7034120006,SBS,KOSPI,,12870,1,270,2.14,12820,13000,12790,28421,366780440,238754433060,18551238,STK
357550,KR7357550003,석경에이티,KOSDAQ,기술성장기업부,43750,1,150,0.34,43450,44500,42750,3008,130539000,238656250000,5455000,KSQ
000050,KR7000050005,경방,KOSPI,,8700,3,0,0.0,8640,8740,8550,27702,238808945,238512849000,27415270,STK
128820,KR7128820008,대성산업,KOSPI,,5270,3,0,0.0,5350,5360,5140,178861,934828300,238390969060,45235478,STK
255220,KR7255220006,SG,KOSDAQ,중견기업부,2175,1,35,1.64,2140,2325,2080,2276212,5033958985,238300181850,109563302,KSQ
000320,KR7000320002,노루홀딩스,KOSPI,,17900,1,50,0.28,18060,18330,17870,7700,138942540,237911602900,13291151,STK
000490,KR7000490003,대동,KOSPI,,8240,2,-40,-0.48,8300,8430,8180,131460,1089352275,237533367600,28826865,STK
03473K,KR703473K016,SK우,KOSPI,,419000,1,2500,0.6,415500,429000,408000,2015,842615750,237210565000,566135,STK
012860,KR7012860003,모베이스전자,KOSDAQ,우량기업부,3235,1,60,1.89,3215,3280,3070,711952,2285253207,236910233395,73233457,KSQ
045390,KR7045390002,대아티아이,KOSDAQ,우량기업부,3350,1,85,2.6,3200,3500,3115,1226777,4098388638,236085812950,70473377,KSQ
023760,KR7023760002,한국캐피탈,KOSDAQ,우량기업부,748,2,-12,-1.58,760,767,748,456945,345878312,236075962848,315609576,KSQ
206640,KR7206640005,바디텍메드,KOSDAQ,우량기업부,10760,2,-100,-0.92,10850,10980,10660,24436,262347920,235729229960,21907921,KSQ
0030R0,KR70030R0007,대신밸류리츠,KOSPI,,3935,1,45,1.16,3895,4040,3895,172550,690693395,235234300000,59780000,STK
025560,KR7025560004,미래산업,KOSPI,,46200,1,2400,5.48,45350,46800,41250,157116,6986753350,235196253600,5090828,STK
